"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"TN002",1862-02-21,"http://search.proquest.com/docview/91645007","Gen. Hunter and the Fort Donelson Victory.","",91645007,"Historical Newspapers",""," Copyright New York Times Company Feb 21, 1862"," 78678790 , 1445870 , 113715"," front_page",1862-02-21,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-20,"http://search.proquest.com/docview/91667129","BEFORE THE BATTLE.","The advance guard of the Bohemian Brigade took its departure from Fort Henry, about 8 o'clock yesterday morning, and after a most tedious and tiresome tramp over an abominable road, relieved by a short ride on some artillery horses, arrived within four miles of Donelson, when the sound of firing was heard, and we concluded to push on, on foot, in order not to be too late for what, with exquisite irony, is termed ""the fun.""",91667129,"Historical Newspapers"," Correspondence of the Cincinnati Times.
Correspondence of the Cincinnati Times."," Copyright New York Times Company Feb 20, 1862"," 78678702 , 1445869 , 113715"," front_page",1862-02-20,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-19,"http://search.proquest.com/docview/91663560","Further Particulars of the Capture of Fort Donelson.","The following dispatch, giving a somewhat detailed account of occurrences at Fort Donelson, on Saturday and Sunday, with the correspondence between the commanding officers of the opposing forces preceding the surrender, and the names of some of the National killed and wounded, appeared in but a portion of our morning edition yesterday, owing to the late hour at which it was received:",91663560,"Historical Newspapers",""," Copyright New York Times Company Feb 19, 1862"," 90634504-1 , 1524635 , 113715"," front_page",1862-02-19,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-19,"http://search.proquest.com/docview/91615497","WHO GAINED THE VICTORY.","It is impossible as yet to give a full or accurate list of the officers or regiments engaged in the assault upon Fort Donelson, as a large number of troops were hastened forward from Illinois, Missouri and other Western States, who were not brigaded until after their arrival in Tennessee. But some idea of the States furnishing the troops may be gained from the following imperfect resume. We shall probably have full and correct details from our correspondents in a day or two.",91615497,"Historical Newspapers",""," Copyright New York Times Company Feb 19, 1862"," 90634488 , 1524635 , 113715"," front_page",1862-02-19,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-18,"http://search.proquest.com/docview/91665894","THE FALL OF FORT DONELSON.","The following brief telegrams announcing the surrender of Fort Donelson to the land forces under Gen. GRANT, were received in this City, yesterday and appeared in ""Extras"" and in the afternoon papers.",91665894,"Historical Newspapers",""," Copyright New York Times Company Feb 18, 1862"," 78678621-1 , 1445868 , 113715"," front_page",1862-02-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-18,"http://search.proquest.com/docview/91663097","THE REBEL GENERALS CAPTURED.","Gen. JOHNSTON, who was captured at the fall of Fort Donelson, and is now in our hands as a prisoner of war, is one of the five ""Generals"" of the rebel ...",91663097,"Historical Newspapers",""," Copyright New York Times Company Feb 18, 1862"," 78678608 , 1445868 , 113715"," front_page",1862-02-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-18,"http://search.proquest.com/docview/91672127","PLAN OF FORT DONELSON.","",91672127,"Historical Newspapers",""," Copyright New York Times Company Feb 18, 1862"," 78678605 , 1445868 , 113715"," front_page",1862-02-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-18,"http://search.proquest.com/docview/91663460","OFFICIAL THANKS TO GEN. LANDER.","",91663460,"Historical Newspapers",""," Copyright New York Times Company Feb 18, 1862"," 78678673 , 1445868 , 113715"," article",1862-02-18,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-18,"http://search.proquest.com/docview/91672119","OUR SPECIAL WASHINGTON DISPATCHES","The news of the fall of Fort Dunelson was recived with extraordinary demonstrations in Congress today. In the Senate the gallery rose en masse and gave three enthusiastic cheers. In the House this was improved on the floor try three cheers and a tiger.",91672119,"Historical Newspapers",""," Copyright New York Times Company Feb 18, 1862"," 78678658-1 , 1445868 , 113715"," article",1862-02-18,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-18,"http://search.proquest.com/docview/91675981","BOOOKLYN NEWS.","A regular meeting of the Board of Aldermen Was held last evening, Ald. P.G. TAYLOR in the Chair. Under the special order, the Railroad Committee reported that it was inexpedlent the present season to prohibit the use of salt by the Railroad ...",91675981,"Historical Newspapers",""," Copyright New York Times Company Feb 18, 1862"," 78678696 , 1445868 , 113715"," article",1862-02-18,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-17,"http://search.proquest.com/docview/91692078","FORT DONELSON.","The news of the capture of Fort Donelson--or at least its virtual capture by the taking of the redoubt commanding the rebel positions that still held out on Saturday--which is announced by telegraph this morning, and the still more important news of the rebel evacuation of Bowling Green, will attract un-...",91692078,"Historical Newspapers",""," Copyright New York Times Company Feb 17, 1862"," 90522619 , 1524324 , 113715"," front_page",1862-02-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-17,"http://search.proquest.com/docview/91677523","THE FORT DONELSON BATTLE.","This city is wild with excitement and rejoicing. The news is just made public that the American flag waves over Fort Donelson.",91677523,"Historical Newspapers"," REPORTS FROM ST. LOUIS.
REPORTS FROM ST. LOUIS."," Copyright New York Times Company Feb 17, 1862"," 90522621-1 , 1524324 , 113715"," front_page",1862-02-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-17,"http://search.proquest.com/docview/91665791","Important Bulletins from the Secretary of War.","",91665791,"Historical Newspapers"," OUR SPECIAL WASHINGTON DISPATCHES.
OUR SPECIAL WASHINGTON DISPATCHES."," Copyright New York Times Company Feb 17, 1862"," 90522671-1 , 1524324 , 113715"," article",1862-02-17,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-17,"http://search.proquest.com/docview/91672238","NEWS FROM WASHINGTON.","",91672238,"Historical Newspapers"," OUR SPECIAL WASHINGTON DISPATCHESWASHINGTON,
OUR SPECIAL WASHINGTON DISPATCHESWASHINGTON,"," Copyright New York Times Company Feb 17, 1862"," 90522683 , 1524324 , 113715"," article",1862-02-17,"0362-4331"," English"," English",9," New York, N.Y.","New York Times (1857-1922)",1862,9,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-17,"http://search.proquest.com/docview/91668041","Further Particulars of the Fort Donelson Fight.","A special to the Democrat, dated ""in the rear of Fort Donelson, Friday afternoon,"" says: ""Last night was very severe on our troops, rain having set in, which turned to snow. It is freezing to-day, and old citizens say they rarely have such cold weather in this latitude.",91668041,"Historical Newspapers",""," Copyright New York Times Company Feb 17, 1862"," 90522694 , 1524324 , 113715"," article",1862-02-17,"0362-4331"," English"," English",9," New York, N.Y.","New York Times (1857-1922)",1862,9,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-16,"http://search.proquest.com/docview/91676172","REBEL TELEGRAMS OF THE BATTLE.","A Nashville telegram of the 8th inst., says that a dispatch was received from Cumberland City this evening, stating that one Federal gunboat had ap- peared at the fight at Fort Donelson, and this morning opened fire on the fort, but without injury to it.",91676172,"Historical Newspapers",""," Copyright New York Times Company Feb 16, 1862"," 79177530 , 1450855 , 113715"," front_page",1862-02-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-16,"http://search.proquest.com/docview/91714043","THE FORT DONELSON FIGHT.","The following is a special dispatch to the Chicago Journal:",91714043,"Historical Newspapers",""," Copyright New York Times Company Feb 16, 1862"," 79177528 , 1450855 , 113715"," front_page",1862-02-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-16,"http://search.proquest.com/docview/91714388","THE INVESTMENT OF FORT DONELSON.","",91714388,"Historical Newspapers",""," Copyright New York Times Company Feb 16, 1862"," 79177529 , 1450855 , 113715"," front_page",1862-02-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-16,"http://search.proquest.com/docview/91663664","NEWS FROM WASHINGTON.","It is believed here by military men that Manassas will be evacuated by the rebels, as Bowling Green has been. No doubt is entertained that the rebellion is thoroughly crushed.",91663664,"Historical Newspapers",""," Copyright New York Times Company Feb 16, 1862"," 79177589-1 , 1450855 , 113715"," article",1862-02-16,"0362-4331"," English"," English",5," New York, N.Y.","New York Times (1857-1922)",1862,5,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-15,"http://search.proquest.com/docview/91676917","FORT DONELSON ATTACKED.","Fort Donelson is invested by our troops. Our lines are formed from right to left and from north to south, nearly surrounding the fort. A heavy cannonading and skirmishing have been going on since 7 o'clock this morning, but, owing to the extent of our line of action, but little can be learned of the result.",91676917,"Historical Newspapers",""," Copyright New York Times Company Feb 15, 1862"," 78678540 , 1445867 , 113715"," article",1862-02-15,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-14,"http://search.proquest.com/docview/91641251","OPERATIONS AGAINST FORT DONELSON.","The Democrat learns that Commodore FOOTE, with the gunboats St. Louis, Louisville and Pittsburgh, left Cairo for the Cumberland River at 10 o'clock on Tuesday night. The Carondelet was expected to join them at Paducah.",91641251,"Historical Newspapers",""," Copyright New York Times Company Feb 14, 1862"," 78678401 , 1445866 , 113715"," front_page",1862-02-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN002",1862-02-12,"http://search.proquest.com/docview/91671016","IMPORTANT FROM TENNESSEE.","",91671016,"Historical Newspapers"," LOUISVILLE,
LOUISVILLE,"," Copyright New York Times Company Feb 12, 1862"," 78678279-1 , 1445864 , 113715"," article",1862-02-12,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-20,"http://search.proquest.com/docview/91730263","THE BATTLE AT PITTSBURGH LANDING.","I arrived here this morning, and find that so far as fighting is concerned, all is and has been quiet on the Tennessee since Monday last, but in no other respect can this remark be made truthfully, for confusion confounded or confounded confusion?whichever expression is strongest?I think never reigned more supreme since the time of Babel, that we read of. And to make matters intensely interesting, the mud was not less than five inches deep anywhere, and in many places as deep as a pole.",91730263,"Historical Newspapers",," Copyright New York Times Company Apr 20, 1862"," 78686097 , 1445930 , 113715"," front_page",1862-04-20,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-19,"http://search.proquest.com/docview/91729084","THE WAR IN THE SOUTHWEST.","The days after the battle have been spent in burying the dead and collecting the wounded. Meantime no operations of any importance have been attempted against the enemy. Last night their rear guard was still within eight miles of us. If cavalry is ever to be of any use to us, then was the time to let it out. But no pursuit has been made. Several regiments were ordered out yesterday, on what I suppose was intended as a reconnoissance. They came up to the rebel rear guard, made a push at it, and came back something the worse for wear. There were certainly no signs in the movements there that the retreat was a rout.",91729084,"Historical Newspapers",," Copyright New York Times Company Apr 19, 1862"," 80266871 , 1458858 , 113715"," article",1862-04-19,"0362-4331"," English"," English",7," New York, N.Y.","New York Times (1857-1922)",1862,7,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-18,"http://search.proquest.com/docview/91630620","THE BATTLE AT PITTSBURGH LANDING.","The following reports have been received at the Navy Department, to-day, detailing the valuable service rendered by our gunboats, at the battle at Pittsburgh Landing:",91630620,"Historical Newspapers",," Copyright New York Times Company Apr 18, 1862"," 78685984 , 1445929 , 113715"," front_page",1862-04-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-18,"http://search.proquest.com/docview/91632609","TROOPS IN THE PITTSBURGH BATTLE ON MONDAY.","The correspondent of the Cincinnati Gazette says that the line of battle agreed upon for our forces on Monday was: Right wing, Major-Gen. LEW. WALLACK; left wing, Brig.-Gen. NELSON. Between these, beginning at the left, Brig.-Gens. TOM. CRITTENDEN, A. McD. McCook, HURLBURT, McCLERNAND and SHERMAN. In the divisions of the three latter were to be included also the remains of PRENTISS' and W.H.L.WALLACE's commands?shattered, disorganized, and left without commanders, through the capture of one, and the probably mortal wound of the other.",91632609,"Historical Newspapers",," Copyright New York Times Company Apr 18, 1862"," 78685985 , 1445929 , 113715"," front_page",1862-04-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-18,"http://search.proquest.com/docview/91653884","SHILOH. We learn from Gen. BEAUREGARD'S","",91653884,"Historical Newspapers",," Copyright New York Times Company Apr 18, 1862"," 78686031-1 , 1445929 , 113715"," article",1862-04-18,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-18,"http://search.proquest.com/docview/91632280","THE BATTLE AT PITTSBURGH LANDING.","Our arms have just been crowned with a glorious and most important victory near Corinth, Miss. The particulars are yet meagre, but enough to satisfy us that the great Yankee army under BUELL has been signally defeated by our brave Southern troops, led by Generals worthy of them and the cause. Our joy at the event is mingled with grief for the death of the Commanding-General, and the heavy loss of gallant Southern men who perished in the grand battle.",91632280,"Historical Newspapers",," Copyright New York Times Company Apr 18, 1862"," 78686083 , 1445929 , 113715"," article",1862-04-18,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-18,"http://search.proquest.com/docview/91665668","NEWS FROM THE SOUTH.","To the Senate and House of Representatives of the Confederate States of America:",91665668,"Historical Newspapers",," Copyright New York Times Company Apr 18, 1862"," 78686082-1 , 1445929 , 113715"," article",1862-04-18,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-17,"http://search.proquest.com/docview/91730775","THE PITTSBURGH LANDING BATTLE","CAPTAIN :It becomes my duty again to report another battle fought between two great armies, one contending for the maintenance of the boss Government ever devised,and the other for its destruction. It is pleasant to record the success of the army contending for the former principle.",91730775,"Historical Newspapers",," Copyright New York Times Company Apr 17, 1862"," 78685896-1 , 1445928 , 113715"," front_page",1862-04-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-17,"http://search.proquest.com/docview/91739759","THE WAR IN THE SOUTHWEST.","",91739759,"Historical Newspapers",," Copyright New York Times Company Apr 17, 1862"," 78685894-1 , 1445928 , 113715"," front_page",1862-04-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-17,"http://search.proquest.com/docview/91770144","PARTIAL LIST OF WOUNDED.","From our Western exchanges we compile the following alphabetical list of those wounded in the battle of Pittsburgh Landing, most of whom are now in Hospital at Cairo:",91770144,"Historical Newspapers",," Copyright New York Times Company Apr 17, 1862"," 78685899 , 1445928 , 113715"," front_page",1862-04-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-17,"http://search.proquest.com/docview/91736851","GEN. GRANT'S OFFICIAL REPORT OF THE BATTLE AT PITTSBURGH","ficial report of the great battle in Southern Tennessee. It is given to the public ten days after the close of the fight not a very long time, but long enough to have engendered the most painful popular rumors, and induced a state of suspense in regard to the reality of our triumph which has had very depressing results. It is dated on the 9th, two days after the battle, and might certainly have been transmitted to the Press a weep ago. This report",91736851,"Historical Newspapers",," Copyright New York Times Company Apr 17, 1862"," 78685934-1 , 1445928 , 113715"," article",1862-04-17,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-15,"http://search.proquest.com/docview/91667963","FURTHER DETAILS OF THE BATTLE.","",91667963,"Historical Newspapers",," Copyright New York Times Company Apr 15, 1862"," 105195716-1 , 1594337 , 113715"," front_page",1862-04-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-15,"http://search.proquest.com/docview/91662865","Front Page 1 -- No Title","A special dispatch to the Journal, from Cairo, says that BEAUREGARD called a council of war of all the best rebel Generals before the battle of Pittsburgh. There were present Pillow, Floyd, Breckinridge, Hardee, Bragg, Cheatham, Sidney Johnson, Bushrod Johnson, the rebel Provisional Governor of Kentucky and a few other Generals. The following policy was fixed on: If they beat us they would follow us and drive us North as far as possible. If beaten they would withdraw their forces and make a desperate stand in the Gulf States. VAN DORN did not reach Corinth until the fight was over.",91662865,"Historical Newspapers",," Copyright New York Times Company Apr 15, 1862"," 105195718 , 1594337 , 113715"," front_page",1862-04-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-15,"http://search.proquest.com/docview/91619390","THE REBEL CONGRESS ON THE BATTLE, AND ON THE FALL OF JOHNSTON.","In the rebel House at Richmond, on Monday last, 7th inst., the ""great victory"" was announced and the following resolutions introduced:",91619390,"Historical Newspapers",," Copyright New York Times Company Apr 15, 1862"," 105195708-1 , 1594337 , 113715"," front_page",1862-04-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-15,"http://search.proquest.com/docview/91677115","IMPORTANT FROM THE SOUTH.","UNOFFICIAL LETTER OF GEN. ALBERT SIDNEY JOHNSTON TO GEN. JEFF. DAVIS. In the rebel Congress, on the 7th, Mr. BARKS DALE, of Mississippi, read a letter from Gen. A. S. JOHNSTON to JEFF. DAVIS, vindicating himself for his conduct of affairs in the Southwest. It is as follows, so far as published :",91677115,"Historical Newspapers",," Copyright New York Times Company Apr 15, 1862"," 105195709-1 , 1594337 , 113715"," front_page",1862-04-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-15,"http://search.proquest.com/docview/91660148","PITTSBURGH LANDING BATTLE.","",91660148,"Historical Newspapers",," Copyright New York Times Company Apr 15, 1862"," 105195714 , 1594337 , 113715"," front_page",1862-04-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-14,"http://search.proquest.com/docview/91691411","NEWS FROM WASHINGTON","SCARCITY OF NEWS. Washington seldom originates much news on a Sunday, Bull Runs being scarce in this country. We have had no occasion for a Cabinet meeting. To-day, Senators and Representatives have regaled themselves by attending church, visiting Manassas, writing letters, franking documents to their friends and constituents, and discussing military men in general and McCLELLAN in particular.",91691411,"Historical Newspapers",," Copyright New York Times Company Apr 14, 1862"," 78685644-1 , 1445926 , 113715"," front_page",1862-04-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-14,"http://search.proquest.com/docview/91669623","THE BATTLE OF PITTSBURGH.","The above diagram shows clearly the positions held by our army, and by the rebels, previous to and at the time of the battle at Pittsburgh, on Sunday and Monday last exhibits also the relation of Pittsburgh to Corinth, Florence and Purdy, and to the line of railroad running north and south, and that running east and west.",91669623,"Historical Newspapers",," Copyright New York Times Company Apr 14, 1862"," 78685721 , 1445926 , 113715"," article",1862-04-14,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-14,"http://search.proquest.com/docview/91670598","THE SECOND DAY'S FIGHT.","During all the horrors of last night, the steamers lying at this point, which were not too heavily laden with stores or too much filled with the wounded, were engaged in ferrying the troops belonging to NELSON'S Division from the opposite shore.",91670598,"Historical Newspapers",," Copyright New York Times Company Apr 14, 1862"," 78685723 , 1445926 , 113715"," article",1862-04-14,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-14,"http://search.proquest.com/docview/91679847","WOUNDED AND PRISONERS FROM PITTSBURGH, ETC.","The steamer Minnehaha arrived here to-day with about 240 wounded from Pittsburgh Landing, whereof one-fourth are rebels.",91679847,"Historical Newspapers",," Copyright New York Times Company Apr 14, 1862"," 78685724 , 1445926 , 113715"," article",1862-04-14,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-14,"http://search.proquest.com/docview/91688326","DETAILED ACCOUNT OF THE BATTLE,","In my last letter I stated that I did not believe that any battle would take place for the next ten days between our forces and the rebel troops which were concentrated at Corinth. I was led to this belief by the opinion current among our officers, that the enemy would intrench themselves and await an attack",91688326,"Historical Newspapers",," Copyright New York Times Company Apr 14, 1862"," 78685722-1 , 1445926 , 113715"," article",1862-04-14,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-13,"http://search.proquest.com/docview/91728621","DETAILED ACCOUNT OF THE BATTLE.","In my last letter I stated that I did not believe that any battle would take place for the next ten days between our forces and the rebel troops which were concentrated at Corinth. I was led to this belief by the opinion current among our officers, that the enemy",91728621,"Historical Newspapers",," Copyright New York Times Company Apr 13, 1862"," 78685548-1 , 1445925 , 113715"," front_page",1862-04-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-13,"http://search.proquest.com/docview/91731098","THE SECOND DAY'S FIGHT.","During all the horrors of last night, the steamers lying at this point, which were not too heavily laden with stores or too much filled with the wounded, were engaged in ferrying the troops belonging to NELSON'S Division from the opposite shore. Every. load was greeted with cheers from those on shore, and returned hastily by those who had so opportunely arrived to take part in the battle of to-day.",91731098,"Historical Newspapers",," Copyright New York Times Company Apr 13, 1862"," 78685549 , 1445925 , 113715"," front_page",1862-04-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-13,"http://search.proquest.com/docview/91734878","THE PITTSBURGH LANDING BATTLE","The Gazette's, Pittsburgh, Tenn., correspondent says the sum and sumstance of the battle is: On Sunday we were pushed from disaster to disas ter till we lost every division camp we had, and were driven within half a mile of the landing, when the approach of night, the timely aid of the gunboats, the tremendous efforts of our artillarists, and BUELL'S approach saved us.",91734878,"Historical Newspapers",," Copyright New York Times Company Apr 13, 1862"," 78685547 , 1445925 , 113715"," front_page",1862-04-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-13,"http://search.proquest.com/docview/91721756","THE WAR IN THE SOUTHWEST.","The Secretary of War has received information that Huntsville, Ala., was occupied yesterday by Gen. MITCHELL, without much resistance. Two hundred prisoners were taken; also fifteen locomotives and a large amount of rolling stock.",91721756,"Historical Newspapers",," Copyright New York Times Company Apr 13, 1862"," 78685544-1 , 1445925 , 113715"," front_page",1862-04-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-13,"http://search.proquest.com/docview/91725523","THE OFFICIAL ACCOUNTS OF PITTSBURGH BATTLE EXPECTED SOON.","The telegraph line to Savanna, Tenn., was completed last Tuesday, but it has been broken and carried away, so that communication is not now perfect. The Department, up to 10 o'clock to-night, raceived no further information from Pittsburgh Landing than has already appeared in the newspapers.",91725523,"Historical Newspapers",," Copyright New York Times Company Apr 13, 1862"," 78685616-1 , 1445925 , 113715"," article",1862-04-13,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"TN003",1862-04-12,"http://search.proquest.com/docview/91723166","THE BATTLE OF PITTSBURGH","The latest and most authenic intelligence received from Pittsburgh Landing estimates our loss at seven thousand, including two thousand men who were taken prisoners by the enemy.",91723166,"Historical Newspapers",," Copyright New York Times Company Apr 12, 1862"," 78685323-1 , 1445924 , 113715"," front_page",1862-04-12,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
